Date,AB01,AB02,AB03,AB04,AB05,AB06,AB07,AB08,AB09,AB10,SUM 
11-Mar-15,0,0,3,0,0,0,0,0,0,0,3
12-Mar-15,0,0,10,0,0,0,0,0,0,0,10
13-Mar-15,0,0,0,0,0,0,0,0,0,0,0
14-Mar-15,0,1,0,0,0,0,0,0,0,0,1
15-Mar-15,0,0,5,0,0,0,0,0,0,0,5
16-Mar-15,0,0,0,0,0,0,0,0,0,0,0
17-Mar-15,0,2,5,0,0,0,0,0,0,0,7
18-Mar-15,0,1,0,1,0,0,0,0,0,0,2
19-Mar-15,0,10,2,0,0,0,0,0,0,0,12
20-Mar-15,0,0,1,0,0,0,0,0,0,0,1
21-Mar-15,0,1,0,0,0,0,0,0,0,0,1
22-Mar-15,0,0,0,0,0,0,0,0,0,0,0
23-Mar-15,0,0,0,0,0,0,0,0,0,0,0
24-Mar-15,0,0,4,0,0,0,0,0,0,0,4
25-Mar-15,0,4,5,0,0,0,0,0,0,0,9
26-Mar-15,0,1,10,1,10,0,0,0,0,0,22
27-Mar-15,0,0,0,0,0,0,0,0,0,0,0
28-Mar-15,0,0,2,0,0,0,0,0,0,0,2
29-Mar-15,0,0,4,0,5,0,1,0,3,0,13
30-Mar-15,5,9,16,0,15,0,0,0,3,0,48
31-Mar-15,16,12,20,2,13,0,4,6,5,7,85
1-Apr-15,11,21,15,1,5,0,9,2,15,0,79
2-Apr-15,21,16,17,0,11,0,4,1,17,0,87
3-Apr-15,6,10,12,0,5,0,1,5,3,0,42
4-Apr-15,0,8,9,5,8,0,2,6,11,0,49
5-Apr-15,5,11,15,1,0,0,6,7,11,0,56
6-Apr-15,6,19,8,0,0,0,12,11,3,0,59
7-Apr-15,3,6,5,2,0,0,0,1,0,0,17
8-Apr-15,0,0,12,1,0,0,0,2,5,1,21
9-Apr-15,1,13,21,0,0,0,0,0,0,0,35
10-Apr-15,3,13,11,0,0,0,0,0,0,0,27
11-Apr-15,0,2,15,2,0,0,0,0,0,0,19
12-Apr-15,0,6,15,0,0,0,0,0,0,0,21
13-Apr-15,2,14,17,4,0,0,0,0,1,0,38
14-Apr-15,0,6,6,10,0,0,0,2,0,0,24
15-Apr-15,0,2,5,1,0,0,7,6,9,1,31
16-Apr-15,0,0,1,1,0,0,0,0,0,0,2
17-Apr-15,0,1,7,2,0,0,0,10,3,0,23
18-Apr-15,0,3,8,0,0,0,6,5,8,1,31
19-Apr-15,0,1,4,0,0,0,18,6,3,1,33
20-Apr-15,0,1,2,0,0,0,5,11,1,0,20
21-Apr-15,0,1,0,0,0,0,0,1,5,5,12
22-Apr-15,0,1,3,0,0,0,0,0,0,0,4
23-Apr-15,0,1,4,0,0,0,0,1,0,0,6
24-Apr-15,0,0,0,0,0,4,0,2,0,0,6
25-Apr-15,3,5,2,0,0,2,0,3,4,0,19
26-Apr-15,2,8,2,1,0,0,0,0,0,0,13
27-Apr-15,2,0,0,0,0,1,0,0,0,0,3
28-Apr-15,0,0,1,1,0,0,0,0,0,0,2
29-Apr-15,0,5,10,0,0,2,1,1,0,0,19
30-Apr-15,0,9,0,0,0,0,0,1,0,0,10
1-May-15,0,0,1,0,0,0,0,2,0,0,3
2-May-15,0,0,1,0,0,7,0,0,0,0,8
3-May-15,5,5,1,1,0,0,0,1,0,0,13
4-May-15,0,0,3,0,0,1,1,0,0,0,5
5-May-15,0,1,0,0,0,0,0,0,0,0,1
6-May-15,0,1,0,0,0,0,1,0,0,0,2
7-May-15,0,0,1,0,0,2,2,1,0,0,6
8-May-15,0,0,0,0,0,2,1,0,0,0,3
9-May-15,0,0,2,0,0,0,1,0,0,0,3
10-May-15,5,5,16,2,0,3,2,1,5,0,39
11-May-15,6,3,2,2,0,17,5,9,0,0,44
12-May-15,0,1,0,0,0,6,9,10,8,0,34
13-May-15,0,0,0,0,0,0,1,0,0,0,1
14-May-15,0,1,2,0,0,0,0,0,0,0,3
15-May-15,0,0,1,0,0,1,1,0,0,0,3
16-May-15,0,0,0,0,0,4,0,5,1,0,10
17-May-15,0,0,0,0,0,0,1,0,0,0,1
18-May-15,0,0,0,0,0,1,1,1,0,0,3
19-May-15,0,0,0,0,0,6,1,1,0,0,8
20-May-15,0,0,0,0,0,2,1,0,0,0,3
21-May-15,0,0,0,0,0,5,5,1,0,0,11
22-May-15,0,0,0,0,0,1,0,5,6,0,12
23-May-15,0,0,0,0,0,3,3,0,0,0,6
24-May-15,0,0,0,0,0,1,1,1,1,0,4
25-May-15,0,0,0,0,0,0,1,2,0,0,3
26-May-15,0,0,0,0,0,6,1,0,0,0,7
27-May-15,0,0,0,0,0,0,0,0,1,0,1
28-May-15,0,0,0,0,0,0,0,0,0,0,0
29-May-15,0,0,0,0,0,0,0,0,0,0,0
30-May-15,0,0,0,0,0,0,0,0,0,0,0
31-May-15,0,0,0,0,0,0,0,0,3,0,3
1-Jun-15,0,0,0,0,0,0,0,0,0,0,0
2-Jun-15,0,0,0,0,0,0,0,0,2,0,2
3-Jun-15,0,0,0,0,0,0,0,0,0,0,0
4-Jun-15,0,0,0,0,0,2,0,0,0,0,2
5-Jun-15,0,0,0,0,0,0,0,0,0,0,0
6-Jun-15,0,0,0,0,0,0,0,0,0,0,0
7-Jun-15,0,0,0,0,0,0,0,0,0,0,0
8-Jun-15,0,0,0,0,0,0,0,0,0,0,0
9-Jun-15,0,0,0,0,0,0,0,0,0,0,0
10-Jun-15,0,0,0,0,0,0,0,0,0,0,0
11-Jun-15,0,0,0,0,0,0,0,0,0,0,0
12-Jun-15,0,0,0,0,0,0,0,0,0,0,0
13-Jun-15,0,0,0,0,0,0,0,0,0,0,0
14-Jun-15,0,0,0,0,0,0,0,0,0,0,0
15-Jun-15,0,0,0,0,0,0,0,0,0,0,0
16-Jun-15,0,0,0,0,0,0,0,0,0,0,0
17-Jun-15,0,0,0,0,0,0,0,0,0,0,0
18-Jun-15,0,0,0,0,0,0,0,0,0,0,0
19-Jun-15,0,0,0,0,0,0,0,0,0,0,0
20-Jun-15,0,0,0,0,0,0,4,0,0,0,4
21-Jun-15,0,0,0,0,0,0,0,0,0,0,0
22-Jun-15,0,0,0,0,0,0,0,0,0,0,0
23-Jun-15,1,0,0,0,0,0,0,0,0,0,1
24-Jun-15,5,9,0,0,0,0,0,0,0,0,14
25-Jun-15,0,0,0,0,0,0,0,0,0,0,0
26-Jun-15,0,0,0,0,0,0,0,0,0,0,0
27-Jun-15,0,0,0,0,0,0,0,0,0,0,0
28-Jun-15,0,0,2,0,0,0,0,0,0,0,2
29-Jun-15,0,0,0,0,0,0,1,2,0,0,3
30-Jun-15,0,0,0,0,0,2,0,0,0,0,2
1-Jul-15,0,0,0,0,0,0,0,1,0,0,1
2-Jul-15,0,0,0,0,0,3,0,4,5,0,12
3-Jul-15,0,0,0,0,0,1,0,3,4,0,8
4-Jul-15,0,0,0,0,0,0,0,0,0,0,0
5-Jul-15,0,0,0,0,0,0,0,0,0,0,0
6-Jul-15,0,0,0,0,0,0,0,0,0,0,0
7-Jul-15,0,0,0,0,0,4,0,3,0,0,7
8-Jul-15,0,0,0,0,0,6,0,0,0,0,6
9-Jul-15,0,0,0,0,0,0,0,0,0,0,0
10-Jul-15,0,0,0,0,0,0,0,0,0,0,0
11-Jul-15,0,0,0,0,0,0,0,1,0,0,1
12-Jul-15,0,0,0,0,0,2,0,0,0,0,2
13-Jul-15,0,0,0,0,0,0,0,0,0,0,0
14-Jul-15,0,0,0,0,0,0,0,0,0,0,0
15-Jul-15,0,0,0,0,0,0,0,0,0,0,0
16-Jul-15,0,0,0,0,0,0,0,0,0,0,0
17-Jul-15,0,0,0,0,0,0,0,3,0,0,3
18-Jul-15,0,0,0,0,0,0,0,0,0,0,0
19-Jul-15,0,0,0,0,0,1,3,5,0,0,9
20-Jul-15,0,0,0,0,0,5,5,0,0,0,10
21-Jul-15,0,0,0,0,0,0,0,0,0,0,0
22-Jul-15,0,0,0,0,0,4,1,0,0,0,5
23-Jul-15,0,0,0,0,0,1,0,0,0,0,1
24-Jul-15,0,0,0,0,0,0,0,0,0,0,0
25-Jul-15,0,0,0,0,0,0,0,0,0,0,0
26-Jul-15,0,0,0,0,0,0,0,0,1,0,1
27-Jul-15,0,0,0,0,0,0,0,0,0,0,0
28-Jul-15,0,0,0,0,0,0,0,0,0,0,0
29-Jul-15,0,0,0,0,0,0,0,0,0,0,0
30-Jul-15,0,0,0,0,0,0,0,0,0,0,0
31-Jul-15,0,0,0,0,0,0,0,0,0,0,0
1-Aug-15,0,2,0,0,0,0,0,0,0,0,2
2-Aug-15,1,0,0,0,0,0,0,0,0,0,1
3-Aug-15,4,5,0,0,0,3,0,0,0,0,12
4-Aug-15,0,0,0,0,0,0,0,0,0,0,0
5-Aug-15,0,0,0,0,0,0,0,0,0,0,0
6-Aug-15,0,0,0,0,0,0,0,0,0,0,0
7-Aug-15,0,0,0,0,0,0,0,0,0,0,0
8-Aug-15,0,0,0,0,0,0,0,0,0,0,0
9-Aug-15,0,0,0,0,0,0,0,0,0,0,0
10-Aug-15,0,2,1,0,0,2,0,0,0,0,5
11-Aug-15,0,0,0,0,0,0,0,0,0,0,0
12-Aug-15,0,0,0,0,0,0,0,0,1,0,1
13-Aug-15,0,0,0,0,0,0,0,0,0,0,0
14-Aug-15,0,0,0,0,0,0,0,0,0,0,0
15-Aug-15,0,0,0,0,0,0,0,0,0,0,0
16-Aug-15,0,0,0,0,0,0,0,0,0,0,0
17-Aug-15,0,0,0,0,0,0,0,0,0,0,0
18-Aug-15,0,0,0,0,0,0,0,0,0,0,0
19-Aug-15,0,0,0,0,0,5,5,5,1,0,16
20-Aug-15,0,0,0,0,0,3,5,15,9,0,32
21-Aug-15,0,0,0,1,0,6,4,6,5,0,22
22-Aug-15,0,0,0,0,0,0,0,0,0,0,0
23-Aug-15,0,0,0,0,0,0,0,0,0,0,0
24-Aug-15,0,0,0,0,0,0,0,0,0,0,0
25-Aug-15,0,0,0,0,0,0,2,0,0,0,2
26-Aug-15,0,0,0,0,0,0,0,0,0,0,0
27-Aug-15,0,0,0,0,0,0,0,0,0,1,1
28-Aug-15,0,0,0,0,0,0,0,0,0,0,0
29-Aug-15,0,0,0,0,0,0,0,0,0,0,0
30-Aug-15,0,0,0,0,0,0,0,0,0,0,0
31-Aug-15,0,0,0,0,0,0,0,0,0,0,0
1-Sep-15,0,0,0,0,0,1,0,0,0,0,1
2-Sep-15,0,0,0,0,0,0,0,0,0,0,0
3-Sep-15,0,0,0,0,0,0,0,0,0,0,0
4-Sep-15,0,0,0,0,0,5,1,0,0,0,6
5-Sep-15,0,0,0,0,0,0,0,0,0,0,0
6-Sep-15,0,0,0,0,0,0,0,0,0,0,0
7-Sep-15,0,0,0,0,0,0,0,0,0,0,0
8-Sep-15,0,0,0,0,0,0,0,0,0,0,0
9-Sep-15,0,0,0,0,0,0,0,0,0,0,0
10-Sep-15,0,0,0,0,0,0,0,0,0,0,0
11-Sep-15,0,0,0,0,0,0,0,0,0,0,0
12-Sep-15,0,0,0,0,0,0,0,0,0,0,0
13-Sep-15,0,0,0,0,0,0,0,0,0,0,0
14-Sep-15,0,0,0,0,0,0,0,0,0,0,0
15-Sep-15,0,0,1,1,0,0,0,0,0,0,2
16-Sep-15,0,0,0,0,0,3,1,0,0,0,4
17-Sep-15,0,1,0,0,0,13,21,0,3,0,38
18-Sep-15,0,0,0,0,0,4,6,0,0,0,10
19-Sep-15,0,0,1,0,0,0,0,0,0,0,1
20-Sep-15,0,0,0,0,0,1,0,0,0,0,1
21-Sep-15,0,0,0,0,0,0,0,0,0,0,0
22-Sep-15,0,0,0,0,0,2,0,0,0,0,2
23-Sep-15,3,0,0,0,0,0,0,0,0,0,3
24-Sep-15,0,0,0,0,0,0,1,0,0,0,1
25-Sep-15,0,0,0,0,0,9,0,0,0,0,9
26-Sep-15,0,0,0,0,0,0,0,0,0,0,0
27-Sep-15,0,0,0,0,0,0,0,0,0,0,0
28-Sep-15,0,0,3,0,0,0,0,0,0,2,5
29-Sep-15,0,2,4,0,0,0,0,0,0,0,6
30-Sep-15,0,0,0,0,0,7,0,0,0,0,7
1-Oct-15,0,0,0,0,0,0,1,0,0,0,1
2-Oct-15,0,0,0,0,0,0,0,0,0,0,0
3-Oct-15,0,0,0,0,0,0,0,0,0,0,0
4-Oct-15,0,0,0,0,0,0,0,0,0,1,1
5-Oct-15,0,0,0,0,0,0,0,0,0,0,0
6-Oct-15,0,0,0,0,0,0,0,0,0,0,0
7-Oct-15,0,0,0,0,0,0,0,0,0,0,0
8-Oct-15,8,0,0,0,0,0,0,0,0,0,8
9-Oct-15,0,0,0,0,0,0,0,0,1,1,2
10-Oct-15,0,0,0,0,0,0,0,0,0,0,0
11-Oct-15,0,0,0,0,0,0,0,0,0,0,0
12-Oct-15,0,0,0,0,0,0,0,0,0,0,0
13-Oct-15,0,0,1,0,0,0,0,0,0,0,1
14-Oct-15,0,0,0,0,0,0,0,0,0,0,0
15-Oct-15,0,0,0,0,0,0,0,0,0,0,0
16-Oct-15,0,0,1,0,0,0,0,0,0,0,1
17-Oct-15,0,0,0,0,0,0,0,0,0,0,0
18-Oct-15,0,0,0,0,0,0,0,0,0,0,0
19-Oct-15,0,0,0,0,0,1,0,0,0,0,1
20-Oct-15,0,0,0,0,0,0,0,0,3,0,3
21-Oct-15,0,0,0,0,0,7,0,0,0,0,7
22-Oct-15,0,0,0,0,0,4,0,0,0,0,4
23-Oct-15,0,0,0,0,0,3,0,0,0,0,3
24-Oct-15,0,0,0,0,0,1,0,0,0,0,1
25-Oct-15,0,0,0,0,0,0,0,0,0,0,0
26-Oct-15,0,0,0,0,0,5,0,0,0,0,5
27-Oct-15,0,0,0,0,0,0,0,0,0,0,0
28-Oct-15,0,1,0,0,0,0,0,0,0,0,1
29-Oct-15,0,5,0,0,0,0,0,0,0,0,5
30-Oct-15,0,0,0,0,0,0,0,0,0,0,0
31-Oct-15,0,0,0,0,0,0,0,0,0,0,0
1-Nov-15,0,0,0,0,0,4,0,0,0,0,4
2-Nov-15,0,0,0,0,0,0,0,0,0,0,0
3-Nov-15,0,0,0,0,0,1,0,0,5,0,6
4-Nov-15,0,0,0,0,0,1,0,0,0,0,1
5-Nov-15,0,0,1,0,0,7,2,0,1,0,11
6-Nov-15,0,0,0,1,0,12,10,0,0,0,23
7-Nov-15,0,0,0,0,0,2,0,0,0,0,2
8-Nov-15,3,2,1,0,0,4,0,0,0,0,10
9-Nov-15,0,2,0,0,0,1,0,0,0,0,3
10-Nov-15,0,0,0,0,0,1,0,0,0,0,1
11-Nov-15,0,0,5,0,0,0,0,0,0,3,8
12-Nov-15,0,0,0,0,0,2,1,0,0,1,4
13-Nov-15,0,0,0,0,0,5,1,0,1,0,7
14-Nov-15,0,0,0,0,0,1,0,0,0,0,1
15-Nov-15,0,0,0,0,0,0,0,0,0,0,0
16-Nov-15,0,1,0,0,0,6,0,0,0,0,7
17-Nov-15,0,0,0,0,0,1,0,0,0,0,1
18-Nov-15,0,1,4,1,0,0,0,0,0,3,9
19-Nov-15,0,0,0,0,9,11,9,2,0,0,31
20-Nov-15,0,0,0,0,4,5,12,0,5,0,26
21-Nov-15,0,0,0,0,6,0,0,0,0,0,6
22-Nov-15,0,0,0,0,0,0,0,0,0,0,0
23-Nov-15,0,0,2,0,0,0,0,1,0,0,3
24-Nov-15,0,0,0,0,0,0,0,0,0,0,0
25-Nov-15,0,0,0,0,0,2,0,3,2,0,7
26-Nov-15,0,0,0,0,0,1,1,0,0,0,2
27-Nov-15,0,0,1,0,0,3,1,0,0,0,5
28-Nov-15,0,0,0,0,0,0,2,0,0,0,2
29-Nov-15,0,0,5,0,0,0,13,8,2,0,28
30-Nov-15,0,0,10,0,1,0,6,4,1,0,22
1-Dec-15,0,0,0,0,4,3,1,3,0,0,11
2-Dec-15,0,0,0,0,4,0,1,1,5,0,11
3-Dec-15,0,0,0,0,4,1,17,0,0,0,22
4-Dec-15,0,0,0,0,0,1,1,0,0,0,2
5-Dec-15,0,0,0,0,9,0,2,0,0,0,11
6-Dec-15,0,0,1,0,8,2,0,0,0,0,11
7-Dec-15,0,0,0,0,2,2,2,0,0,1,7
8-Dec-15,0,1,0,0,0,0,0,0,0,0,1
9-Dec-15,0,0,0,0,1,0,1,0,1,0,3
10-Dec-15,2,0,0,0,1,0,0,0,1,0,4
11-Dec-15,0,0,1,0,0,0,0,0,1,1,3
12-Dec-15,0,1,0,0,2,0,0,0,0,0,3
13-Dec-15,4,2,0,1,4,1,0,0,0,1,13
14-Dec-15,0,0,2,1,1,0,1,0,3,4,12
15-Dec-15,0,0,0,0,4,1,1,0,0,0,6
16-Dec-15,0,0,2,0,5,0,1,0,0,0,8
17-Dec-15,0,0,1,0,3,1,0,0,2,0,7
18-Dec-15,0,0,0,0,3,0,2,0,0,0,5
19-Dec-15,0,0,0,0,0,0,0,0,1,0,1
20-Dec-15,0,0,0,0,1,2,2,0,0,0,5
21-Dec-15,0,0,2,0,1,1,1,0,1,3,9
22-Dec-15,0,1,1,0,12,15,7,0,15,0,51
23-Dec-15,0,0,1,0,0,1,0,3,2,0,7
24-Dec-15,0,2,4,0,1,0,0,0,0,0,7
25-Dec-15,0,3,2,0,1,0,0,0,0,0,6
26-Dec-15,1,0,0,0,1,2,1,0,2,0,7
27-Dec-15,1,2,1,0,2,2,0,0,2,0,10
28-Dec-15,0,0,0,0,0,0,0,0,0,0,0
29-Dec-15,0,0,0,0,6,0,0,0,0,0,6
30-Dec-15,0,0,0,0,0,0,0,0,0,0,0
31-Dec-15,0,0,0,0,2,1,2,0,0,0,5
1-Jan-16,0,0,0,0,0,0,0,0,0,0,0
2-Jan-16,0,0,0,0,0,0,0,0,0,0,0
3-Jan-16,0,0,1,0,3,1,1,0,1,3,10
4-Jan-16,0,0,0,0,0,0,5,0,0,3,8
5-Jan-16,0,0,0,0,3,0,1,0,0,0,4
6-Jan-16,0,1,0,0,3,0,0,0,0,0,4
7-Jan-16,0,0,0,0,3,0,0,0,0,0,3
8-Jan-16,0,0,0,0,1,0,0,0,0,1,2
9-Jan-16,0,0,0,0,0,0,0,0,0,0,0
10-Jan-16,0,0,0,0,0,0,0,0,0,0,0
11-Jan-16,0,0,0,0,0,0,0,0,0,0,0
12-Jan-16,0,0,0,0,1,1,0,0,0,0,2
13-Jan-16,0,0,0,0,0,1,0,0,0,0,1
14-Jan-16,0,0,0,0,0,0,0,0,0,0,0
15-Jan-16,0,0,0,0,1,0,0,0,0,0,1
16-Jan-16,0,0,0,0,0,0,0,0,0,0,0
17-Jan-16,0,0,0,0,0,0,1,0,2,0,3
18-Jan-16,0,0,0,0,0,0,0,0,0,0,0
19-Jan-16,0,0,0,0,3,0,0,0,0,0,3
20-Jan-16,0,0,0,0,1,1,0,0,0,0,2
21-Jan-16,0,0,0,0,1,1,0,0,0,0,2
22-Jan-16,0,0,0,0,0,1,0,0,2,1,4
23-Jan-16,0,0,0,0,0,0,0,0,0,0,0
24-Jan-16,0,0,0,0,1,0,0,0,0,0,1
25-Jan-16,0,0,0,0,0,0,0,0,0,0,0
26-Jan-16,0,0,0,0,0,0,0,0,0,0,0
27-Jan-16,0,0,0,0,0,0,0,0,0,0,0
28-Jan-16,0,0,0,0,0,0,0,1,0,0,1
29-Jan-16,0,0,0,0,3,0,0,1,2,0,6
30-Jan-16,0,0,0,0,0,0,0,0,0,0,0
31-Jan-16,2,0,0,0,0,0,0,0,1,0,3
1-Feb-16,0,0,0,0,12,3,18,0,8,0,41
2-Feb-16,3,0,0,0,0,0,0,0,0,0,3
3-Feb-16,8,1,6,0,3,0,1,0,0,0,19
4-Feb-16,9,2,0,0,0,0,0,0,0,0,11
5-Feb-16,6,2,2,0,10,1,0,0,1,0,22
6-Feb-16,0,0,0,0,0,0,0,0,2,0,2
7-Feb-16,0,0,1,0,0,0,0,0,0,0,1
8-Feb-16,0,0,0,0,0,0,0,0,0,0,0
9-Feb-16,0,0,1,0,0,0,0,0,0,2,3
10-Feb-16,0,0,0,0,0,1,0,0,7,5,13
11-Feb-16,0,0,0,0,0,0,0,0,0,0,0
12-Feb-16,0,0,0,0,0,13,3,0,2,0,18
13-Feb-16,0,0,0,0,0,0,1,0,0,0,1
14-Feb-16,0,0,0,0,0,0,0,0,0,0,0
15-Feb-16,2,0,0,0,0,0,0,0,0,0,2
16-Feb-16,0,0,0,0,0,2,0,0,0,0,2
17-Feb-16,4,5,0,0,10,1,0,0,0,0,20
18-Feb-16,0,0,0,0,3,0,0,0,0,0,3
19-Feb-16,4,0,1,0,7,0,0,0,0,0,12
20-Feb-16,3,0,3,0,0,0,0,0,0,0,6
21-Feb-16,9,15,13,0,2,0,0,0,0,0,39
22-Feb-16,5,7,3,0,6,0,0,0,0,0,21
23-Feb-16,2,1,1,0,5,0,1,0,0,0,10
24-Feb-16,10,1,5,0,10,1,1,0,0,0,28
25-Feb-16,7,0,11,0,3,0,0,0,0,0,21
26-Feb-16,5,1,11,0,0,0,0,0,0,0,17
27-Feb-16,19,54,103,0,0,0,0,0,0,0,176
28-Feb-16,98,57,28,0,0,0,0,0,0,0,183
29-Feb-16,37,36,7,0,2,0,0,0,0,0,82
1-Mar-16,0,10,11,0,0,0,0,0,0,0,21
2-Mar-16,15,15,1,1,10,2,0,0,0,0,44
3-Mar-16,1,0,2,0,0,0,0,0,0,0,3
4-Mar-16,8,1,10,0,2,0,0,0,0,0,21
5-Mar-16,0,0,1,0,0,0,0,0,0,0,1
6-Mar-16,0,0,0,0,0,0,0,0,0,0,0
7-Mar-16,0,0,0,0,3,0,0,0,0,0,3
8-Mar-16,4,0,7,0,0,0,1,0,0,0,12
9-Mar-16,3,0,0,0,0,0,0,0,0,0,3
10-Mar-16,2,0,0,0,0,0,0,0,0,0,2
11-Mar-16,3,0,0,0,1,0,0,0,0,0,4
12-Mar-16,0,0,0,0,0,0,0,0,0,0,0
13-Mar-16,3,4,6,0,0,0,0,0,0,0,13
14-Mar-16,2,0,4,0,0,0,0,0,3,0,9
15-Mar-16,0,1,0,0,0,0,0,0,0,0,1
16-Mar-16,0,0,2,0,0,0,0,0,0,0,2
17-Mar-16,7,1,4,0,1,0,0,0,0,0,13
18-Mar-16,5,1,11,0,1,0,0,0,0,0,18
19-Mar-16,3,0,5,0,1,0,0,0,2,0,11
20-Mar-16,0,1,2,0,0,0,0,0,0,0,3
21-Mar-16,0,0,0,0,2,0,0,0,1,0,3
22-Mar-16,1,0,0,0,0,0,0,0,0,0,1
23-Mar-16,0,0,0,0,1,0,0,0,0,0,1
24-Mar-16,2,0,0,0,0,0,0,0,1,0,3
25-Mar-16,0,4,5,0,1,0,0,0,0,0,10
26-Mar-16,2,0,0,0,0,0,0,0,0,0,2
27-Mar-16,2,0,0,0,3,0,0,0,0,0,5
28-Mar-16,2,0,0,0,1,2,0,0,4,0,9
29-Mar-16,0,0,0,0,0,0,0,0,1,0,1
30-Mar-16,3,0,0,0,3,0,0,0,2,0,8
31-Mar-16,0,0,0,0,1,5,0,0,0,0,6
1-Apr-16,0,0,0,0,0,0,0,0,2,0,2
2-Apr-16,1,0,0,0,4,5,0,0,4,0,14
3-Apr-16,2,0,0,0,0,0,0,0,2,1,5
4-Apr-16,0,0,0,0,2,0,1,0,0,0,3
5-Apr-16,0,0,0,0,3,0,0,0,0,2,5
6-Apr-16,0,0,0,0,5,5,0,0,2,0,12
7-Apr-16,9,8,0,0,8,10,5,0,2,0,42
8-Apr-16,8,9,0,0,13,5,0,0,4,0,39
9-Apr-16,6,2,0,0,4,0,4,0,4,5,25
10-Apr-16,8,13,0,0,6,11,9,0,6,1,54
11-Apr-16,13,11,0,1,4,5,0,0,0,0,34
12-Apr-16,11,16,0,0,4,0,0,0,2,0,33
13-Apr-16,10,10,0,0,9,5,0,0,5,3,42
14-Apr-16,3,5,0,1,9,1,0,0,2,3,24
15-Apr-16,0,4,0,0,3,1,1,0,2,2,13
16-Apr-16,0,7,1,0,11,5,6,0,2,1,33
17-Apr-16,0,12,0,3,12,3,6,0,11,2,49
18-Apr-16,0,7,0,0,11,6,6,0,6,6,42
19-Apr-16,0,1,0,3,10,15,10,0,7,7,53
20-Apr-16,0,3,10,1,13,17,9,0,8,10,71
21-Apr-16,0,5,8,0,11,0,1,0,4,9,38
22-Apr-16,0,7,7,0,9,5,2,0,3,10,43
23-Apr-16,0,1,0,0,8,4,1,0,2,7,23
24-Apr-16,0,1,1,0,9,3,10,0,7,2,33
25-Apr-16,0,2,1,0,9,1,2,0,1,1,17
26-Apr-16,0,8,9,0,11,6,8,0,10,2,54
27-Apr-16,0,6,11,0,11,5,1,0,0,0,34
28-Apr-16,0,6,10,0,6,1,2,0,4,1,30
29-Apr-16,0,2,3,0,6,9,6,0,5,9,40
30-Apr-16,0,1,4,0,9,3,0,0,0,1,18
1-May-16,0,2,5,0,14,0,0,0,0,3,24
2-May-16,0,3,2,0,12,0,0,0,7,9,33
3-May-16,0,0,2,0,4,0,0,0,1,8,15
4-May-16,0,3,1,0,7,0,0,0,1,4,16
5-May-16,0,2,6,0,11,0,1,0,1,0,21
6-May-16,0,1,1,0,5,0,6,0,0,0,13
7-May-16,0,5,4,0,5,2,2,0,2,1,21
8-May-16,0,0,0,0,10,10,0,0,1,3,24
9-May-16,0,1,0,1,4,6,2,0,0,0,14
10-May-16,0,0,4,0,5,1,1,0,0,6,17
11-May-16,0,0,0,0,1,2,4,0,5,0,12
12-May-16,0,0,0,0,0,1,1,0,1,6,9
13-May-16,0,0,0,0,0,1,0,0,0,2,3
14-May-16,0,0,0,0,0,0,0,0,2,3,5
15-May-16,0,0,0,0,0,0,0,0,1,2,3
16-May-16,0,0,0,0,1,0,0,0,0,1,2
17-May-16,0,0,0,0,0,0,0,0,0,0,0
18-May-16,0,0,0,0,2,0,0,0,0,0,2
19-May-16,0,0,0,0,0,0,0,0,0,0,0
20-May-16,0,0,0,0,1,0,0,0,0,0,1
21-May-16,0,0,0,0,0,0,0,0,0,0,0
22-May-16,0,0,0,0,0,0,0,0,0,0,0
23-May-16,1,0,0,0,0,0,0,0,0,0,1
24-May-16,0,0,0,0,0,0,0,0,1,2,3
25-May-16,0,0,0,0,0,0,0,0,0,1,1
26-May-16,0,0,0,0,0,0,0,0,0,5,5
27-May-16,0,0,0,0,0,0,0,0,0,1,1
28-May-16,0,0,0,0,0,0,0,0,0,1,1
29-May-16,0,0,0,0,0,0,0,0,0,0,0
30-May-16,0,0,0,0,0,0,0,0,0,0,0
31-May-16,0,0,0,0,0,0,0,0,0,0,0
1-Jun-16,0,0,0,0,0,0,0,0,0,0,0
2-Jun-16,0,0,0,0,0,0,0,0,0,0,0
3-Jun-16,0,0,0,0,0,0,0,0,0,0,0
4-Jun-16,0,0,0,0,0,0,0,0,0,0,0
5-Jun-16,0,0,0,0,0,0,0,0,0,0,0
6-Jun-16,0,0,0,0,0,0,0,0,0,0,0
7-Jun-16,0,0,0,0,0,0,0,0,0,0,0
8-Jun-16,0,0,0,0,0,8,0,0,0,0,8
9-Jun-16,0,0,0,0,0,7,0,0,0,0,7
10-Jun-16,0,0,0,0,0,0,0,0,0,0,0
11-Jun-16,0,0,0,0,0,0,0,0,0,0,0
12-Jun-16,0,0,0,0,2,0,0,0,0,0,2
13-Jun-16,0,0,0,0,0,0,0,0,0,0,0
14-Jun-16,0,0,0,0,0,0,0,0,0,0,0
15-Jun-16,0,0,0,0,0,0,0,0,0,0,0
16-Jun-16,0,0,0,0,0,0,0,0,3,3,6
17-Jun-16,0,0,0,0,0,0,0,0,2,0,2
18-Jun-16,0,0,0,0,2,5,0,0,0,0,7
19-Jun-16,0,0,0,0,4,5,0,0,0,0,9
20-Jun-16,0,0,0,0,0,0,0,0,0,0,0
21-Jun-16,0,0,0,0,1,0,0,0,0,0,1
