MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
538004370,2018-03-17 10:28:44,42.3395,-70.24085,9.6,275,278,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:27:33,42.3392,-70.23652,9.6,272,277,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:26:32,42.33908,-70.23288,9.6,271,274,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:25:23,42.339,-70.22865,9.6,272,274,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:24:13,42.33877,-70.2245,9.6,274,277,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:23:03,42.33852,-70.22022,9.6,272,277,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:21:54,42.33848,-70.21603,9.6,269,273,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:20:44,42.3385,-70.2118,9.6,271,273,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:19:34,42.33832,-70.2077,9.6,276,276,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:18:33,42.33802,-70.20405,9.7,274,278,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:17:23,42.3378,-70.19977,9.7,270,277,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:16:12,42.3379,-70.1956,9.8,265,270,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
538004370,2018-03-17 10:15:03,42.338,-70.19128,9.7,271,271,FRIEDERIKE,IMO9436769,V7WQ9,70,0,190,32,13,79,A
416466000,2018-03-16 6:24:00,42.29603,-70.22909,9.5,95.3,92,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-16 6:22:20,42.29644,-70.23502,9.5,95.3,92,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-16 6:20:10,42.29698,-70.24278,9.6,95.6,92,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-16 6:18:10,42.29752,-70.25,9.6,95.5,92,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-16 6:16:20,42.29802,-70.25673,9.7,95.9,92,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:47:43,42.34104,-70.25202,9.5,273,272,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:46:33,42.3408,-70.24783,9.4,275.4,272,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:44:33,42.34034,-70.24071,9.5,275.5,272,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:42:33,42.33993,-70.23361,9.5,275.6,272,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:40:33,42.33945,-70.22651,9.5,275.4,272,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:39:03,42.33918,-70.22125,9.4,274.7,272,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:37:13,42.33876,-70.21479,9.4,276.2,273,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:36:03,42.3385,-70.21066,9.4,275,273,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:33:43,42.33791,-70.20235,9.5,275.5,273,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:32:12,42.33752,-70.19703,9.4,273.8,272,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
416466000,2018-03-14 22:31:02,42.33731,-70.1929,9.5,274,273,YM UNANIMITY,IMO9462718,BLHL,70,0,333,42,13,,A
374034000,2018-03-16 20:04:48,42.34274,-70.25963,9.6,277.5,279,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 20:03:39,42.34231,-70.25554,9.6,278.8,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 20:02:28,42.34187,-70.2514,9.6,278.1,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 20:01:19,42.34138,-70.24726,9.6,279.4,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 20:00:09,42.34089,-70.24313,9.6,279.1,281,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:59:28,42.34063,-70.24078,9.6,278,281,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:58:27,42.34028,-70.23718,9.5,277.1,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:57:19,42.33988,-70.23317,9.5,277.7,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:56:09,42.33945,-70.22904,9.6,277.3,281,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:54:57,42.33904,-70.22472,9.6,277.4,281,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:53:47,42.33865,-70.22055,9.7,276.9,281,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:52:38,42.3383,-70.21648,9.8,276.2,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:51:27,42.33794,-70.21219,9.8,276.1,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:50:17,42.33761,-70.20785,9.9,275.3,279,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:49:07,42.33732,-70.20362,9.9,276.3,279,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:47:57,42.33694,-70.19931,9.9,277,279,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:46:48,42.3365,-70.19505,9.9,278.5,280,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
374034000,2018-03-16 19:45:38,42.33603,-70.19094,9.9,277.6,281,STAR PATHFINDER,IMO9748461,3EKG3,70,0,199,32,13,,A
564751000,2018-03-16 15:34:23,42.29584,-70.21435,9,97.1,93,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:33:14,42.29621,-70.21815,9,97.9,94,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:31:54,42.29665,-70.22268,9,95.8,93,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:30:43,42.29695,-70.22664,9,95.4,92,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:29:33,42.29727,-70.2305,9,96.4,93,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:28:24,42.29762,-70.23442,9,96.8,93,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:27:04,42.29798,-70.23888,8.9,95.2,93,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:25:54,42.29822,-70.24276,8.9,94.7,92,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:24:44,42.29849,-70.24667,9,95.7,92,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:23:34,42.29881,-70.25058,9.1,96.5,94,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:22:24,42.29915,-70.25451,9,95,94,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-16 15:21:14,42.29941,-70.25836,8.9,92.3,93,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:51:24,42.34127,-70.25752,5.5,278.4,283,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:49:55,42.34104,-70.25454,5.5,274.4,282,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:48:15,42.34081,-70.25113,5.4,274.8,284,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:47:05,42.34062,-70.24877,5.5,276.9,285,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:44:35,42.3403,-70.24353,5.5,273.1,282,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:43:25,42.34024,-70.24117,5.5,274.4,280,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:42:15,42.3401,-70.23873,5.4,277.8,281,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:40:35,42.33964,-70.23537,5.6,275.9,286,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:37:35,42.33923,-70.22917,5.5,277.2,281,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:35:24,42.33879,-70.22476,5.5,274.5,284,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:34:14,42.33865,-70.22231,5.5,275.1,282,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:32:24,42.33831,-70.21857,5.5,277.2,284,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:30:24,42.33794,-70.21448,5.4,278.1,283,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:29:14,42.3378,-70.21206,5.5,274.2,283,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:27:54,42.3377,-70.20931,5.4,276.2,282,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:26:15,42.33747,-70.20595,5.5,275.1,283,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:25:06,42.33735,-70.20361,5.7,277.8,282,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:23:54,42.33725,-70.2011,5.6,275.3,283,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:22:35,42.33708,-70.19837,5.5,271.8,284,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:21:24,42.33694,-70.19592,5.8,277.8,283,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:20:15,42.33676,-70.1935,5.8,275,284,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
564751000,2018-03-14 7:19:14,42.33671,-70.19126,5.8,267.9,281,MTM NEW YORK,IMO9749386,9V2992,80,0,179,,,,A
215677000,2018-03-15 15:37:03,42.29639,-70.21155,9.6,97.7,92,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:35:53,42.29683,-70.21566,9.6,98.7,92,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:32:53,42.29793,-70.22632,9.6,97.3,92,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:31:43,42.2983,-70.23052,9.6,96.8,92,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:29:53,42.29888,-70.23702,9.6,97.3,91,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:28:43,42.29927,-70.24118,9.6,97.2,92,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:26:43,42.29996,-70.24831,9.6,97.7,93,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:25:32,42.30037,-70.25245,9.6,98.4,93,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
215677000,2018-03-15 15:24:22,42.3008,-70.25661,9.6,97.3,93,RIZE,IMO9584035,9HA2781,70,0,229,32,14.5,,A
311040800,2018-03-15 21:06:47,42.29566,-70.23024,9.7,96.6,93,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
311040800,2018-03-15 21:05:46,42.29597,-70.23392,9.7,96.5,92,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
311040800,2018-03-15 21:04:37,42.29632,-70.23808,9.7,96.4,93,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
311040800,2018-03-15 21:03:36,42.29663,-70.24171,9.7,96.1,92,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
311040800,2018-03-15 21:02:25,42.29697,-70.24602,9.8,95.6,92,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
311040800,2018-03-15 21:01:16,42.29729,-70.25028,9.8,95.6,92,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
311040800,2018-03-15 21:00:07,42.29761,-70.25451,9.8,95.7,92,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
311040800,2018-03-15 20:59:07,42.29791,-70.25819,9.8,95.9,92,HARMONY LEADER,IMO9441568,C6YP3,70,0,199,32,10,,A
