MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
258749000,2021-03-15 7:57:33,42.30418,-70.25889,7.2,96,88,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 7:58:42,42.30384,-70.25584,7.1,97.3,86,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 7:59:53,42.30355,-70.25264,7.3,99.1,88,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:00:03,42.3035,-70.25215,7.1,97.8,87,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:01:12,42.30309,-70.24908,7.3,99.5,90,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:02:22,42.30276,-70.24588,7.4,98.3,88,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:03:42,42.30238,-70.24223,7.5,101.7,90,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:04:52,42.30197,-70.2392,7,96.7,82,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:06:03,42.30178,-70.23614,6.7,94.4,83,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:07:33,42.3014,-70.23242,6.8,98.6,92,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:08:53,42.30084,-70.229,7.2,104.6,96,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:10:33,42.29977,-70.22466,7.3,108,85,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:11:43,42.29942,-70.22171,6.6,97.8,76,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:12:53,42.2993,-70.21897,6,91,73,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:14:13,42.29924,-70.21595,6,91,69,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:15:23,42.29926,-70.21327,6,86.2,53,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:16:53,42.29979,-70.21034,4.9,68.3,34,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:18:23,42.30068,-70.20807,4.3,59.6,31,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:19:53,42.30153,-70.20599,4.3,59.6,28,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:21:02,42.30228,-70.20443,4.3,57.3,27,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:22:22,42.30323,-70.20267,4.3,51,22,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:23:33,42.30413,-70.20131,4.1,46.8,25,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:25:02,42.30527,-70.19948,4.5,54.3,31,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:26:33,42.30643,-70.1973,4.5,50.8,27,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:27:52,42.30743,-70.1954,4.8,56.3,21,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:30:02,42.3092,-70.19298,3.5,35.3,6,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:32:32,42.31141,-70.19128,3.9,22.7,354,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:33:42,42.31267,-70.19091,4.1,5.4,342,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:34:52,42.31396,-70.19113,4,343.3,340,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:36:33,42.31604,-70.19172,4.8,342.3,335,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:38:52,42.31916,-70.19325,5.3,337.9,336,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:40:03,42.32084,-70.19396,5.5,344,334,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:41:12,42.32251,-70.19476,5.6,346.1,335,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:42:42,42.32468,-70.19605,5.8,338,335,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:45:13,42.32853,-70.19822,6.1,335.5,337,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:46:30,42.33066,-70.1992,6.2,339.3,319,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:47:53,42.33218,-70.2011,5.1,300,300,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:49:13,42.33278,-70.20338,4.9,281.8,298,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:50:22,42.33318,-70.20533,4.3,286.2,309,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:51:32,42.33373,-70.2069,3.8,303.7,321,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:52:42,42.33455,-70.20799,3.5,320,319,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:53:52,42.33541,-70.20903,3.5,313.7,309,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:55:02,42.33607,-70.21023,3.5,301.9,298,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:56:13,42.33641,-70.21172,3.6,284.3,293,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:57:23,42.33657,-70.21335,3.7,275.4,294,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:58:33,42.33667,-70.21498,3.7,275.1,295,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 8:59:43,42.33682,-70.21661,3.8,274.6,294,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:00:03,42.33685,-70.21708,3.8,275.9,295,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:01:13,42.33699,-70.21867,3.7,275.4,297,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:02:23,42.33724,-70.22019,3.6,276,292,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:03:33,42.33726,-70.22177,3.8,269.6,288,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:04:43,42.33721,-70.22347,3.8,270,299,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:05:53,42.33744,-70.22494,3.1,290.4,300,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:07:02,42.33771,-70.22627,3.4,276.6,292,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:08:13,42.33776,-70.22788,3.6,276.6,299,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:09:22,42.33797,-70.22928,3.3,285.7,294,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:10:33,42.33809,-70.23086,3.7,270.8,296,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:11:42,42.33829,-70.2324,3.4,282.4,296,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:13:02,42.33856,-70.23414,3.6,275.5,289,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:14:13,42.33858,-70.23579,3.8,272,294,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:15:22,42.33868,-70.23738,3.8,276.4,297,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:16:43,42.33897,-70.23908,3.3,289.4,296,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:17:52,42.33919,-70.24055,3.6,276.5,291,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:19:02,42.33925,-70.24214,3.6,278.5,300,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:20:13,42.33954,-70.24358,3.3,292.1,299,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:21:23,42.33988,-70.24499,3.5,282.2,290,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:22:32,42.33997,-70.24656,3.7,273.9,294,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:23:43,42.34012,-70.2481,3.3,288.7,300,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:25:02,42.34057,-70.24961,3.3,290,283,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:26:13,42.34047,-70.25113,3.9,245.2,275,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:27:23,42.34012,-70.25264,3.2,261.8,285,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:28:33,42.34006,-70.25401,3.2,265.6,279,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:29:43,42.33986,-70.25554,3.7,260.2,282,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:30:53,42.33971,-70.25716,3.6,268.5,287,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:32:03,42.33975,-70.2587,3.5,270.8,283,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
258749000,2021-03-15 9:33:12,42.33962,-70.26039,3.9,267.3,286,THELMA VICTORY,IMO9258612,LAYA7,80,0,182,32,,22,A
215233000,2021-03-15 12:22:38,42.29467,-70.25922,7.4,96.8,83,,,,,0,,,,,A
215233000,2021-03-15 12:23:56,42.29425,-70.25567,7.5,97.6,83,,,,,0,,,,,A
215233000,2021-03-15 12:27:18,42.29332,-70.24607,7.7,96.1,82,,,,,0,,,,,A
215233000,2021-03-15 12:29:50,42.29263,-70.23877,7.8,96.7,82,,,,,0,,,,,A
