MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
241311000,2020-03-15 9:27:04,42.29455,-70.22491,9.4,99,94,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:25:55,42.29503,-70.22903,9.4,98.6,94,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:24:45,42.29552,-70.23317,9.4,99.1,94,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:23:35,42.29598,-70.23721,9.4,98.7,94,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:22:25,42.29643,-70.24135,9.4,97.3,93,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:21:14,42.29681,-70.24545,9.4,96.6,92,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:20:06,42.29715,-70.2495,9.4,96.2,91,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:18:55,42.29748,-70.25365,9.4,96.4,91,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-15 9:17:45,42.29783,-70.25776,9.5,96.7,91,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:20:56,42.34122,-70.25801,9.6,276,281,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:19:45,42.34088,-70.2538,9.4,275.8,281,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:18:36,42.3406,-70.24974,9.4,275.3,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:17:26,42.34031,-70.24564,9.4,275.9,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:15:46,42.33985,-70.23978,9.4,276.7,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:14:36,42.33951,-70.23568,9.4,276.2,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:13:26,42.33916,-70.23154,9.5,276.6,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:12:15,42.33874,-70.22725,9.6,277,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:11:05,42.33837,-70.22309,9.6,277.8,281,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:09:26,42.33776,-70.21715,9.8,277,281,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:08:15,42.33733,-70.21282,9.8,277.1,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:07:06,42.33693,-70.20862,9.9,277.3,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:05:56,42.33654,-70.20432,9.9,277.5,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:04:46,42.33612,-70.20001,10,278.1,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:03:35,42.33568,-70.19563,10,277.5,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
241311000,2020-03-14 2:02:26,42.33527,-70.19141,10,277.2,280,EXPRESS BERLIN,IMO9484924,SVBY4,70,0,349,45,15.5,,A
477127400,2020-03-15 9:22:20,42.33944,-70.25656,9.3,274.9,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:21:10,42.33916,-70.25255,9.4,274.7,279,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:19:59,42.33883,-70.24841,9.3,276.1,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:18:50,42.33849,-70.24432,9.4,276.5,281,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:17:39,42.33816,-70.24024,9.4,276,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:16:29,42.33787,-70.23613,9.4,276,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:15:20,42.33751,-70.23201,9.4,277,281,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:14:11,42.33723,-70.22801,9.4,274.2,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:12:50,42.3369,-70.22323,9.4,276,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:11:41,42.33657,-70.21914,9.5,275.1,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:10:20,42.33625,-70.21436,9.4,275.6,279,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:09:11,42.33597,-70.21037,9.4,275.9,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:08:09,42.33574,-70.20674,9.4,274.1,279,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:07:01,42.33549,-70.20267,9.4,274.5,279,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:05:50,42.33518,-70.19855,9.5,276.2,281,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:04:40,42.33488,-70.19442,9.5,274,280,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
477127400,2020-03-15 9:03:29,42.33465,-70.19021,9.5,272.7,279,BUNUN ELEGANCE,IMO9659751,VRNW9,70,0,182,30,11.6,,A
367138530,2020-03-16 13:17:32,42.34899,-70.23866,7.2,303.6,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:15:42,42.34686,-70.23462,7.2,304,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:14:03,42.34494,-70.23089,7.1,306.9,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:12:12,42.34274,-70.2269,7.2,302.8,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:11:03,42.34133,-70.22439,7.2,306.5,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:08:02,42.33779,-70.21781,7,306.1,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:05:12,42.33449,-70.21161,7.2,306.2,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:01:53,42.33059,-70.20436,7.2,309.1,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 13:00:24,42.32885,-70.20113,7.1,306.5,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
367138530,2020-03-16 12:55:24,42.32294,-70.19025,7.2,305.3,511,MICHAEL & KRISTEN,IMO8855059,WBA4573,30,9,23,6,,,A
